Symbol, Sector, Sub-sector,Company,beta
LAKPRE,Industrials,Tools & Accessories,Lakshmi Precision Screws Limited,0.656786
LAKSHVILAS,Financial Services,Banks-Regional,Lakshmi Vilas Bank Limited,0.2656
LALPATHLAB,Healthcare,Diagnostics & Research,Dr. Lal Path Labs Ltd.,0.453182
LAMBODHARA,Consumer Cyclical,Textile Manufacturing,Lambodhara Textiles Limited,0.50156
LAOPALA,Consumer Cyclical,Furnishings Fixtures & Appliances,La Opala RG Limited,0.138065
LASA,Healthcare,Drug Manufacturers-Specialty & Generic,Lasa Supergenerics Limited,0.910921
LAURUSLABS,Healthcare,Drug Manufacturers-Specialty & Generic,Laurus Labs Limited,1.106442
LAXMIMACH,Industrials,Specialty Industrial Machinery,Lakshmi Machine Works Limited,0.604134
LEMONTREE,Consumer Cyclical,Lodging,Lemon Tree Hotels Limited,0.937422
LFIC,Financial Services,Asset Management,Lakshmi Finance & Industrial Corporation Limited,0.585413
LGBBROSLTD,Consumer Cyclical,Auto Parts,LG Balakrishnan & Bros Limited,0.642745
LGBFORGE,Industrials,Metal Fabrication,LGB Forge Limited,0.7659900000000001
LIBAS,Consumer Cyclical,Apparel Manufacturing,Libas Designs Limited,0.550742
LIBERTSHOE,Consumer Cyclical,Footwear & Accessories,Liberty Shoes Limited,0.621684
LICHSGFIN,Financial Services,Mortgage Finance,LIC Housing Finance Limited,0.707488
LINCOLN,Healthcare,Drug Manufacturers-Specialty & Generic,Lincoln Pharmaceuticals Limited,0.49648899999999996
LINCPEN,Industrials,Business Equipment & Supplies,Linc Pen & Plastics Limited,0.592823
LINDEINDIA,Basic Materials,Specialty Chemicals,Linde India Limited,0.622464
LOKESHMACH,Industrials,Specialty Industrial Machinery,Lokesh Machines Limited,0.881435
LOTUSEYE,Healthcare,Medical Care Facilities,Lotus Eye Hospital and Institute Limited,-0.025741
LOVABLE,Consumer Cyclical,Apparel Manufacturing,Lovable Lingerie Limited,1.037051
LPDC,Real Estate,Real Estate Services,Landmark Property Development Company Limited,0.43798699999999996
LSIL,Industrials,Specialty Industrial Machinery,Lloyds Steels Industries Limited,0.5428689999999999
LT,Industrials,Engineering & Construction,Larsen & Toubro Limited,0.7418089999999999
LTI,Technology,Information Technology Services,Larsen & Toubro Infotech Limited,0.5861759999999999
LTTS,Technology,Information Technology Services,L&T Technology Services Limited,0.422091
LUMAXIND,Consumer Cyclical,Auto Parts,Lumax Industries Limited,0.666536
LUMAXTECH,Consumer Cyclical,Auto Parts,Lumax Auto Technologies Limited,1.152496
LUPIN,Healthcare,Drug Manufacturers-Specialty & Generic,Lupin Limited,0.303822
LUXIND,Consumer Cyclical,Apparel Manufacturing,Lux Industries Limited,0.773003
LYKALABS,Healthcare,Biotechnology,Lyka Labs Limited,1.218018
LYPSAGEMS,Consumer Cyclical,Luxury Goods,Lypsa Gems & Jewellery Limited,0.25858000000000003
M&M,Consumer Cyclical,Auto Manufacturers,Mahindra & Mahindra Limited,0.729329
M&MFIN,Financial Services,Credit Services,Mahindra & Mahindra Financial Services Limited,0.971918
MAANALU,Basic Materials,Aluminum,Maan Aluminium Limited,1.441497
MADHAV,Industrials,Building Products & Equipment,Madhav Marbles and Granites Limited,0.876755
MADHUCON,Industrials,Engineering & Construction,Madhucon Projects Limited,1.0039
MADRASFERT,Basic Materials,Agricultural Inputs,Madras Fertilizers Limited,0.831123
MAGADSUGAR,Consumer Defensive,Confectioners,Magadh Sugar & Energy Limited,0.672563
MAGMA,Financial Services,Credit Services,Magma Fincorp Limited,0.9699679999999999
MAGNUM,Basic Materials,Paper & Paper Products,Magnum Ventures Limited,0.40054599999999996
MAHABANK,Financial Services,Banks-Regional,Bank of Maharashtra,0.46333799999999997
MAHAPEXLTD,Financial Services,Credit Services,Maha Rashtra Apex Corporation Limited,0.952418
MAHASTEEL,Basic Materials,Steel,Mahamaya Steel Industries Limited,0.5175500000000001
MAHEPC,Industrials,Farm & Heavy Construction Machinery,Mahindra EPC Irrigation Limited,1.01131
MAHESHWARI,Industrials,Integrated Freight & Logistics,Maheshwari Logistics Limited,0.712222
MAHINDCIE,Consumer Cyclical,Auto Parts,Mahindra CIE Automotive Limited,0.744539
MAHLIFE,Real Estate,Real Estate-Development,Mahindra Lifespace Developers Limited,0.5561619999999999
MAHLOG,Industrials,Integrated Freight & Logistics,Mahindra Logistics Limited,0.968181
MAHSCOOTER,Consumer Cyclical,Auto Parts,Maharashtra Scooters Limited,1.108424
MAHSEAMLES,Basic Materials,Steel,Maharashtra Seamless Limited,1.00156
MAITHANALL,Basic Materials,Steel,Maithan Alloys Limited,0.8732439999999999
MAJESCO,Technology,Information Technology Services,Majesco Limited,0.669123
MALUPAPER,Basic Materials,Paper & Paper Products,Malu Paper Mills Limited,0.930577
MANAKALUCO,Basic Materials,Aluminum,Manaksia Aluminium Company Limited,1.057722
MANAKCOAT,Industrials,Metal Fabrication,Manaksia Coated Metals & Industries Limited,0.070202
MANAKSIA,Industrials,Metal Fabrication,Manaksia Limited,0.633385
MANAKSTEEL,Basic Materials,Steel,Manaksia Steels Limited,0.8283929999999999
MANALIPETC,Basic Materials,Specialty Chemicals,Manali Petrochemicals Limited,0.958658
MANAPPURAM,Financial Services,Credit Services,Manappuram Finance Limited,1.311232
MANGALAM,Healthcare,Drug Manufacturers-Specialty & Generic,Mangalam Drugs And Organics Limited,0.655226
MANGCHEFER,Basic Materials,Agricultural Inputs,Mangalore Chemicals & Fertilizers Limited,0.955538
MANGLMCEM,Basic Materials,Building Materials,Mangalam Cement Limited,1.358814
MANGTIMBER,Basic Materials,Lumber & Wood Production,Mangalam Timber Products Limited,0.084633
MANINDS,Basic Materials,Steel,Man Industries (India) Limited,0.665366
MANINFRA,Industrials,Engineering & Construction,Man Infraconstruction Limited,1.330343
MANPASAND,Consumer Defensive,Beverages-Non-Alcoholic,Manpasand Beverages Limited,1.118498
MANUGRAPH,Industrials,Specialty Industrial Machinery,Manugraph India Limited,0.934477
MARALOVER,Consumer Cyclical,Textile Manufacturing,Maral Overseas Limited,1.042511
MARATHON,Real Estate,Real Estate-Development,Marathon Nextgen Realty Limited,1.153666
MARICO,Consumer Defensive,Household & Personal Products,Marico Limited,0.221138
MARKSANS,Healthcare,Drug Manufacturers-General,Marksans Pharma Limited,0.839703
MARUTI,Consumer Cyclical,Auto Manufacturers,Maruti Suzuki India Limited,0.880265
MASFIN,Financial Services,Credit Services,MAS Financial Services Limited,1.496977
MASKINVEST,Financial,Investment Brokerage - National,Mask Investments Limited,1.441526
MASTEK,Technology,Information Technology Services,Mastek Limited,1.589703
MATRIMONY,Communication Services,Internet Content & Information,Matrimony.Com Limited,0.765187
MAWANASUG,Consumer Defensive,Confectioners,Mawana Sugars Limited,1.1177839999999999
MAXINDIA,Healthcare,Medical Care Facilities,Max India Limited,0.650481
MAXVIL,Consumer Cyclical,Packaging & Containers,Max Ventures and Industries Limited,0.638876
MAYURUNIQ,Consumer Cyclical,Textile Manufacturing,Mayur Uniquoters Ltd,0.560062
MAZDA,Industrials,Specialty Industrial Machinery,Mazda Limited,0.654446
MBAPL,Basic Materials,Agricultural Inputs,Madhya Bharat Agro Products Limited,-0.060107
MBECL,Industrials,Engineering & Construction,Mcnally Bharat Engineering Company Limited,0.856864
MBLINFRA,Industrials,Engineering & Construction,MBL Infrastructures Limited,0.900936
MCDHOLDING,Financial Services,Capital Markets,McDowell Holdings Limited,0.708268
MCDOWELL-N,Consumer Defensive,Beverages-Wineries & Distilleries,United Spirits Limited,0.419656
MCLEODRUSS,Consumer Defensive,Packaged Foods,Mcleod Russel India Limited,1.374024
MCX,Financial Services,Financial Data & Stock Exchanges,Multi Commodity Exchange of India Limited,0.119734
MEGASOFT,Technology,Software-Application,Megasoft Limited,0.615444
MEGH,Basic Materials,Agricultural Inputs,Meghmani Organics Limited,1.27028
MELSTAR,Technology,Software-Application,Melstar Information Technologies Limited,0.101404
MENONBE,Consumer Cyclical,Auto Parts,Menon Bearings Limited,0.973478
MEP,Industrials,Infrastructure Operations,MEP Infrastructure Developers Limited,1.40093
MERCATOR,Energy,Thermal Coal,Mercator Limited,0.7578
METALFORGE,Industrials,Metal Fabrication,Metalyst Forgings Limited,1.102574
METKORE,Basic Materials,Other Industrial Metals & Mining,Metkore Alloys & Industries Limited,0.364664
MFSL,Financial Services,Insurance-Life,Max Financial Services Limited,0.7503900000000001
MGL,Utilities,Utilities-Regulated Gas,Mahanagar Gas Limited,0.6986
MHRIL,Consumer Cyclical,Resorts & Casinos,Mahindra Holidays & Resorts India Limited,0.6914969999999999
MIC,Technology,Electronic Components,MIC Electronics Limited,-0.163416
MIDHANI,Basic Materials,Steel,Mishra Dhatu Nigam Limited,0.430332
MINDACORP,Consumer Cyclical,Auto Parts,Minda Corporation Limited,0.9446169999999999
MINDAIND,Consumer Cyclical,Auto Parts,Minda Industries Limited,0.9231659999999999
MINDTECK,Technology,Information Technology Services,Mindteck (India) Limited,1.076443
MINDTREE,Technology,Information Technology Services,MindTree Limited,0.22932899999999998
MIRCELECTR,Consumer Cyclical,Furnishings Fixtures & Appliances,MIRC Electronics Limited,0.6934469999999999
MIRZAINT,Consumer Cyclical,Footwear & Accessories,Mirza International Limited,0.709438
MITTAL,Consumer Cyclical,Textile Manufacturing,Mittal Life Style Limited,2.045006
MMFL,Industrials,Metal Fabrication,MM Forgings Limited,0.9379869999999999
MMP,Basic Materials,Aluminum,MMP Industries Limited,0.9525269999999999
MMTC,Industrials,Conglomerates,MMTC Limited,0.891185
MODIRUBBER,Real Estate,Real Estate Services,Modi Rubber Limited,0.127145
MOHITIND,Consumer Cyclical,Textile Manufacturing,Mohit Industries Limited,0.334243
MOHOTAIND,Consumer Cyclical,Textile Manufacturing,Mohota Industries Limited,1.072152
MOIL,Basic Materials,Other Industrial Metals & Mining,MOIL Limited,0.8049919999999999
MOLDTECH,Industrials,Engineering & Construction,Mold-Tek Technologies Limited,0.37948499999999996
MOLDTKPAC,Consumer Cyclical,Packaging & Containers,Mold-Tek Packaging Limited,0.8053819999999999
MONTECARLO,Consumer Cyclical,Apparel Manufacturing,Monte Carlo Fashions Limited,0.994929
MORARJEE,Consumer Cyclical,Textile Manufacturing,Morarjee Textiles Limited,0.654056
MOREPENLAB,Healthcare,Drug Manufacturers-Specialty & Generic,Morepen Laboratories Limited,0.890405
MOTHERSUMI,Consumer Cyclical,Auto Parts,Motherson Sumi Systems Limited,1.493759
MOTILALOFS,Financial Services,Capital Markets,Motilal Oswal Financial Services Limited,0.7776909999999999
MOTOGENFIN,Real Estate,Real Estate-Diversified,The Motor & General Finance Limited,0.550702
MPHASIS,Technology,Information Technology Services,MphasiS Limited,0.7847109999999999
MPSLTD,Communication Services,Publishing,MPS Limited,0.822932
MRF,Consumer Cyclical,Auto Parts,MRF Limited,0.297191
MRO-TEK,Technology,Communication Equipment,MRO-TEK Realty Limited,0.099063
MRPL,Energy,Oil & Gas Refining & Marketing,Mangalore Refinery and Petrochemicals Limited,1.181357
MSPL,Basic Materials,Steel,MSP Steel & Power Limited,1.038221
MTEDUCARE,Consumer Defensive,Education & Training Services,MT Educare Limited,0.594773
MTNL,Communication Services,Telecom Services,Mahanagar Telephone Nigam Limited,0.952808
MUKANDENGG,Industrials,Engineering & Construction,Mukand Engineers Limited,0.8046019999999999
MUKANDLTD,Basic Materials,Steel,Mukand Limited,1.339313
MUKTAARTS,Communication Services,Entertainment,Mukta Arts Limited,0.9407169999999999
MUNJALAU,Consumer Cyclical,Auto Parts,Munjal Auto Industries Limited,0.865444
MUNJALSHOW,Consumer Cyclical,Auto Parts,Munjal Showa Limited,0.858424
MURUDCERA,Industrials,Building Products & Equipment,Murudeshwar Ceramics Limited,1.047971
MUTHOOTCAP,Financial Services,Credit Services,Muthoot Capital Services Limited,1.2983609999999999
MUTHOOTFIN,Financial Services,Credit Services,Muthoot Finance Limited,0.879095
NACLIND,Basic Materials,Agricultural Inputs,NACL Industries Limited,1.039391
NAGAFERT,Basic Materials,Agricultural Inputs,Nagarjuna Fertilizers and Chemicals Limited,0.992979
NAGREEKCAP,Financial Services,Capital Markets,Nagreeka Capital & Infrastructure Limited,-0.01794
NAGREEKEXP,Consumer Cyclical,Textile Manufacturing,Nagreeka Exports Limited,0.565522
NAHARCAP,Financial Services,Capital Markets,Nahar Capital and Financial Services Limited,1.01209
NAHARINDUS,Consumer Cyclical,Textile Manufacturing,Nahar Industrial Enterprises Limited,0.843993
NAHARPOLY,Consumer Cyclical,Packaging & Containers,Nahar Poly Films Limited,0.998439
NAHARSPING,Consumer Cyclical,Textile Manufacturing,Nahar Spinning Mills Limited,1.02301
NAM-INDIA,Financial Services,Asset Management,Nippon Life India Asset Management Limited,0.621753
NATCOPHARM,Healthcare,Drug Manufacturers-Specialty & Generic,Natco Pharma Limited,0.549531
NATHBIOGEN,Basic Materials,Agricultural Inputs,Nath Bio-Genes (India) Limited,2.094773
NATIONALUM,Basic Materials,Aluminum,National Aluminium Company Limited,0.702418
NATNLSTEEL,Basic Materials,Steel,National Steel And Agro Industries Limited,1.223088
NAUKRI,Communication Services,Internet Content & Information,Info Edge (India) Limited,0.606864
NAVINFLUOR,Basic Materials,Chemicals,Navin Fluorine International Limited,0.656396
NAVKARCORP,Industrials,Integrated Freight & Logistics,Navkar Corporation Limited,0.632006
NAVNETEDUL,Communication Services,Publishing,Navneet Education Limited,0.45787799999999995
NBCC,Industrials,Engineering & Construction,NBCC (India) Limited,0.907956
NBIFIN,Financial Services,Capital Markets,N. B. I. Industrial Finance Company Limited,1.546618
NBVENTURES,Utilities,Utilities-Regulated Electric,Nava Bharat Ventures Limited,1.01326
NCC,Industrials,Engineering & Construction,NCC Limited,1.52106
NCLIND,Basic Materials,Building Materials,NCL Industries Limited,0.687597
NDL,Consumer Cyclical,Textile Manufacturing,Nandan Denim Limited,0.343993
NDTV,Communication Services,Broadcasting,New Delhi Television Limited,-0.049141
NECCLTD,Industrials,Trucking,North Eastern Carrying Corporation Limited,0.9192659999999999
NECLIFE,Healthcare,Drug Manufacturers-Specialty & Generic,Nectar Lifesciences Limited,0.5117
NELCAST,Industrials,Metal Fabrication,Nelcast Limited,0.574882
NELCO,Technology,Communication Equipment,NELCO Limited,0.634555
NESCO,Industrials,Specialty Business Services,Nesco Limited,0.641965
NESTLEIND,Consumer Defensive,Packaged Foods,Nestle India Limited,0.197347
NETWORK18,Communication Services,Broadcasting,Network18 Media & Investments Limited,0.687207
NEULANDLAB,Healthcare,Drug Manufacturers-Specialty & Generic,Neuland Laboratories Limited,-0.32141000000000003
NEWGEN,Technology,Software-Application,Newgen Software Technologies Limited,1.136209
NEXTMEDIA,Communication Services,Publishing,Next Mediaworks Limited,-0.37207399999999996
NFL,Basic Materials,Agricultural Inputs,National Fertilizers Limited,1.01638
NH,Healthcare,Medical Care Facilities,Narayana Hrudayalaya Ltd.,0.411983
NHPC,Utilities,Utilities-Renewable,NHPC Limited,0.360764
NIACL,Financial Services,Insurance-Diversified,The New India Assurance Company Limited,0.35974
NIBL,Industrials,Tools & Accessories,NRB Industrial Bearings Limited,0.026130999999999998
NIITLTD,Consumer Defensive,Education & Training Services,NIIT Limited,0.23166899999999999
NIITTECH,Technology,Information Technology Services,NIIT Technologies Limited,0.604524
NILAINFRA,Real Estate,Real Estate-Development,Nila Infrastructures Limited,0.927847
NILKAMAL,Consumer Cyclical,Furnishings Fixtures & Appliances,Nilkamal Limited,0.29212099999999996
NIPPOBATRY,Industrials,Electrical Equipment & Parts,Indo-National Limited,0.202808
NITCO,Industrials,Building Products & Equipment,Nitco Limited,1.27301
NITINFIRE,Industrials,Security & Protection Services,Nitin Fire Protection Industries Limited,-0.37363399999999997
NITINSPIN,Consumer Cyclical,Textile Manufacturing,Nitin Spinners Limited,1.047971
NKIND,Consumer Defensive,Farm Products,NK Industries Limited,0.325663
NLCINDIA,Utilities,Utilities-Regulated Electric,NLC India Limited,0.608034
NMDC,Basic Materials,Steel,NMDC Limited,1.187207
NOCIL,Basic Materials,Chemicals,NOCIL Limited,1.2968009999999999
NOIDATOLL,Industrials,Infrastructure Operations,Noida Toll Bridge Company Limited,0.308112
NORBTEAEXP,Consumer Defensive,Farm Products,Norben Tea & Exports Limited,-0.00585
NRAIL,Basic Materials,Paper & Paper Products,N R Agarwal Industries Limited,0.6731659999999999
NRBBEARING,Consumer Cyclical,Auto Parts,NRB Bearing Limited,0.914196
NSIL,Financial Services,Asset Management,Nalwa Sons Investments Limited,0.537441
NTL,Basic Materials,Steel,Neueon Towers Limited,0.49492899999999995
NTPC,Utilities,Utilities-Independent Power Producers,NTPC Limited,0.5354909999999999
NUCLEUS,Technology,Software-Application,Nucleus Software Exports Limited,0.50897
NXTDIGITAL,Communication Services,Entertainment,NXTDIGITAL LIMITED,0.7187979999999999
OAL,Basic Materials,Chemicals,Oriental Aromatics Limited,0.355694
OBEROIRLTY,Real Estate,Real Estate-Development,Oberoi Realty Limited,0.8514039999999999
OCCL,Basic Materials,Chemicals,Oriental Carbon & Chemicals Limited,1.028861
OFSS,Technology,Software-Infrastructure,Oracle Financial Services Software Limited,0.468018
OIL,Energy,Oil & Gas E&P,Oil India Limited,0.657956
OILCOUNTUB,Energy,Oil & Gas Equipment & Services,Oil Country Tubular Limited,1.00273
OISL,Basic Materials,Steel,OCL Iron and Steel Limited,1.0117
OLECTRA,Consumer Cyclical,Auto Parts,Olectra Greentech Limited,0.29860000000000003
OMAXAUTO,Consumer Cyclical,Auto Parts,Omax Autos Limited,1.544851
OMAXE,Real Estate,Real Estate-Development,Omaxe Limited,0.11505399999999999
OMKARCHEM,Basic Materials,Specialty Chemicals,Omkar Speciality Chemicals Limited,1.062012
OMMETALS,Industrials,Engineering & Construction,OM Metals Infraprojects Limited,0.10842399999999999
ONELIFECAP,Financial Services,Capital Markets,Onelife Capital Advisors Limited,0.869344
ONEPOINT,Industrials,Specialty Business Services,One Point One Solutions Limited,1.418953
ONGC,Energy,Oil & Gas Integrated,Oil & Natural Gas Corporation Limited,0.998049
ONMOBILE,Communication Services,Telecom Services,OnMobile Global Limited,0.931747
ONWARDTEC,Industrials,Engineering & Construction,Onward Technologies Limited,0.297191
OPTIEMUS,Technology,Electronics & Computer Distribution,Optiemus Infracom Limited,0.725819
OPTOCIRCUI,Healthcare,Medical Devices,Opto Circuits (India) Limited,1.3178619999999999
ORBTEXP,Consumer Cyclical,Textile Manufacturing,Orbit Exports Limited,0.042900999999999995
ORICONENT,Consumer Cyclical,Packaging & Containers,Oricon Enterprises Limited,0.76131
ORIENTABRA,Basic Materials,Specialty Chemicals,Orient Abrasives Limited,0.387285
ORIENTALTL,Industrials,Building Products & Equipment,Oriental Trimex Limited,0.608424
ORIENTBELL,Industrials,Building Products & Equipment,Orient Bell Limited,1.198907
ORIENTCEM,Basic Materials,Building Materials,Orient Cement Limited,0.677457
ORIENTHOT,Consumer Cyclical,Lodging,Oriental Hotels Limited,0.6029639999999999
ORIENTLTD,Consumer Cyclical,Packaging & Containers,Orient Press Limited,0.613104
ORIENTPPR,Basic Materials,Paper & Paper Products,Orient Paper & Industries Limited,0.29095099999999996
ORIENTREF,Industrials,Metal Fabrication,Orient Refractories Limited,0.9598279999999999
ORISSAMINE,Basic Materials,Other Industrial Metals & Mining,The Orissa Minerals Development Company Limited,1.285491
ORTEL,Communication Services,Entertainment,Ortel Communications Limited,0.664976
ORTINLABSS,Healthcare,Drug Manufacturers-Specialty & Generic,Ortin Laboratories Limited,1.031981
OSWALAGRO,Real Estate,Real Estate-Development,Oswal Agro Mills Limited,0.464508
PAEL,Industrials,Electrical Equipment & Parts,PAE Limited,0.323712
PAGEIND,Consumer Cyclical,Apparel Manufacturing,Page Industries Limited,0.726989
PAISALO,Financial Services,Credit Services,Paisalo Digital Limited,0.907956
PALASHSECU,Consumer Defensive,Packaged Foods,Palash Securities Limited,0.744043
PALREDTEC,Technology,Information Technology Services,Palred Technologies Limited,0.9680179999999999
PANACEABIO,Healthcare,Biotechnology,Panacea Biotec Limited,0.7410289999999999
PANACHE,Technology,Communication Equipment,Panache Digilife Limited,0.576561
PANAMAPET,Energy,Oil & Gas Refining & Marketing,Panama Petrochem Limited,1.276521
PAPERPROD,Consumer Cyclical,Packaging & Containers,Huhtamaki PPL Limited,0.368174
PARABDRUGS,Healthcare,Drug Manufacturers-Specialty & Generic,Parabolic Drugs Limited,1.132605
PARACABLES,Technology,Communication Equipment,Paramount Communications Limited,0.24492899999999998
PARAGMILK,Consumer Defensive,Packaged Foods,Parag Milk Foods Limited,1.065362
PARSVNATH,Real Estate,Real Estate-Diversified,Parsvnath Developers Limited,1.370904
PATELENG,Industrials,Engineering & Construction,Patel Engineering Limited,1.164586
PATINTLOG,Industrials,Integrated Freight & Logistics,Patel Integrated Logistics Limited,1.091653
PATSPINLTD,Consumer Cyclical,Textile Manufacturing,Patspin India Limited,0.9165359999999999
PCJEWELLER,Consumer Cyclical,Luxury Goods,PC Jeweller Limited,1.069422
PDMJEPAPER,Basic Materials,Paper & Paper Products,Pudumjee Paper Products Limited,0.9694619999999999
PDSMFL,Industrials,Specialty Business Services,PDS Multinational Fashions Limited,0.547971
PEARLPOLY,Consumer Cyclical,Packaging & Containers,Pearl Polymers Limited,0.398595
PEL,Healthcare,Drug Manufacturers-General,Piramal Enterprises Limited,0.433307
PENIND,Industrials,Specialty Industrial Machinery,Pennar Industries Limited,0.860374
PENINLAND,Real Estate,Real Estate-Development,Peninsula Land Limited,1.099843
PERSISTENT,Technology,Software-Infrastructure,Persistent Systems Limited,0.5241800000000001
PETRONET,Energy,Oil & Gas Refining & Marketing,Petronet LNG Limited,0.477379
PFC,Financial Services,Credit Services,Power Finance Corporation Limited,0.572932
PFIZER,Healthcare,Drug Manufacturers-General,Pfizer Limited,0.232839
PFOCUS,Communication Services,Entertainment,Prime Focus Limited,0.8073319999999999
PFS,Financial Services,Credit Services,PTC India Financial Services Limited,0.977379
PGEL,Technology,Electronic Components,PG Electroplast Limited,1.362714
PGHL,Healthcare,Drug Manufacturers-Specialty & Generic,Procter & Gamble Health Limited,0.143915
PGIL,Consumer Cyclical,Apparel Manufacturing,Pearl Global Industries Limited,0.354524
PHILIPCARB,Basic Materials,Specialty Chemicals,Phillips Carbon Black Limited,1.432917
PHOENIXLTD,Real Estate,Real Estate-Diversified,The Phoenix Mills Limited,0.881825
PIDILITIND,Basic Materials,Specialty Chemicals,Pidilite Industries Limited,0.296411
PIIND,Basic Materials,Agricultural Inputs,PI Industries Limited,0.40366599999999997
PILANIINVS,Financial Services,Asset Management,Pilani Investment and Industries Corporation Limited,0.9598279999999999
PILITA,Consumer Cyclical,Furnishings Fixtures & Appliances,PIL ITALICA LIFESTYLE LIMITED,0.9457869999999999
PIONDIST,Consumer Defensive,Beverages-Wineries & Distilleries,Pioneer Distilleries Limited,0.5191100000000001
PIONEEREMB,Consumer Cyclical,Textile Manufacturing,Pioneer Embroideries Limited,0.7671600000000001
PITTIENG,Industrials,Metal Fabrication,Pitti Engineering Limited,0.699297
PKTEA,Consumer Defensive,Farm Products,The Peria Karamalai Tea & Produce Company Limited,1.2734
PLASTIBLEN,Basic Materials,Specialty Chemicals,Plastiblends India Limited,0.654056
PNB,Financial Services,Banks-Regional,Punjab National Bank,1.156006
PNBGILTS,Financial Services,Capital Markets,PNB Gilts Limited,0.27730099999999996
PNBHOUSING,Financial Services,Mortgage Finance,PNB Housing Finance Limited,1.188679
PNC,Communication Services,Entertainment,Pritish Nandy Communications Limited,0.570592
PNCINFRA,Industrials,Engineering & Construction,PNC Infratech Limited,0.7215969999999999
PODDARHOUS,Real Estate,Real Estate-Diversified,Poddar Housing and Development Limited,0.659126
PODDARMENT,Basic Materials,Specialty Chemicals,Poddar Pigments Limited,1.01482
POKARNA,Industrials,Building Products & Equipment,Pokarna Limited,1.283931
POLYMED,Healthcare,Medical Instruments & Supplies,Poly Medicure Limited,0.34906299999999996
POLYPLEX,Basic Materials,Specialty Chemicals,Polyplex Corporation Limited,0.7730100000000001
PONNIERODE,Consumer Defensive,Confectioners,Ponni Sugars (Erode) Limited,0.49648899999999996
POWERGRID,Utilities,Utilities-Regulated Electric,Power Grid Corporation of India Limited,0.23166899999999999
POWERMECH,Industrials,Engineering & Construction,Power Mech Projects Limited,0.6322679999999999
PPAP,Consumer Cyclical,Auto Parts,PPAP Automotive Limited,0.811232
PRABHAT,Consumer Defensive,Packaged Foods,Prabhat Dairy Limited,1.484971
PRADIP,Consumer Cyclical,Textile Manufacturing,Pradip Overseas Limited,0.9457869999999999
PRAENG,Real Estate,Real Estate-Development,Prajay Engineers Syndicate Limited,0.305772
PRAJIND,Industrials,Engineering & Construction,Praj Industries Limited,0.75819
PRAKASH,Basic Materials,Steel,Prakash Industries Limited,2.350234
PRAKASHSTL,Basic Materials,Steel,Prakash Steelage Limited,0.047971
PRAXIS,Consumer Cyclical,Specialty Retail,Praxis Home Retail Limited,0.223165
PRECAM,Consumer Cyclical,Auto Parts,Precision Camshafts Limited,0.46574699999999997
PRECOT,Consumer Cyclical,Textile Manufacturing,Precot Meridian Limited,0.680187
PRECWIRE,Basic Materials,Copper,Precision Wires India Limited,0.887675
PREMEXPLN,Basic Materials,Specialty Chemicals,Premier Explosives Limited,1.069422
PREMIER,Industrials,Specialty Industrial Machinery,Premier Limited,1.1146639999999999
PREMIERPOL,Basic Materials,Specialty Chemicals,Premier Polyfilm Limited,0.013260000000000001
PRESSMN,Communication Services,Advertising Agencies,Pressman Advertising Limited,0.876365
PRESTIGE,Real Estate,Real Estate-Diversified,Prestige Estates Projects Limited,0.860374
PRICOLLTD,Consumer Cyclical,Auto Parts,Pricol Limited,0.607804
PRIMESECU,Financial Services,Capital Markets,Prime Securities Limited,0.666146
PROSEED,Basic Materials,Agricultural Inputs,Proseed India Limited,-1.363884
PROZONINTU,Real Estate,Real Estate-Diversified,Prozone Intu Properties Limited,1.209048
PRSMJOHNSN,Basic Materials,Building Materials,Prism Johnson Limited,1.26755
PSB,Financial Services,Banks-Regional,Punjab & Sind Bank,0.793681
PSL,Industrials,Metal Fabrication,PSL Limited,0.144695
PSPPROJECT,Industrials,Engineering & Construction,PSP Projects Limited,1.165249
PTC,Utilities,Utilities-Independent Power Producers,PTC India Limited,0.5522619999999999
PTL,Real Estate,Real Estate Services,PTL Enterprises Limited,0.364274
PUNJABCHEM,Basic Materials,Chemicals,Punjab Chemicals & Crop Protection Limited,1.206318
PUNJLLOYD,Industrials,Engineering & Construction,Punj Lloyd Limited,0.529641
PURVA,Industrials,Engineering & Construction,Puravankara Limited,0.8958649999999999
PVR,Communication Services,Entertainment,PVR Limited,0.342043
QUESS,Industrials,Staffing & Employment Services,Quess Corp Limited,0.9151349999999999
QUICKHEAL,Technology,Software-Application,Quick Heal Technologies Limited,1.279691
RADAAN,Communication Services,Entertainment,Radaan Mediaworks India Limited,-0.604134
RADICO,Consumer Defensive,Beverages-Wineries & Distilleries,Radico Khaitan Limited,0.7734000000000001
RADIOCITY,Communication Services,Broadcasting,Music Broadcast Limited,0.537808
RAIN,Basic Materials,Chemicals,Rain Industries Limited,1.088923
RAJESHEXPO,Consumer Cyclical,Luxury Goods,Rajesh Exports Limited,0.059671999999999996
RAJRAYON,Consumer Cyclical,Textile Manufacturing,Raj Rayon Industries Limited,0.476209
RAJSREESUG,Consumer Defensive,Confectioners,Rajshree Sugars & Chemicals Limited,1.166926
RAJTV,Communication Services,Broadcasting,Raj Television Network Limited,0.413026
RALLIS,Basic Materials,Agricultural Inputs,Rallis India Limited,0.50078
RAMANEWS,Basic Materials,Paper & Paper Products,Shree Rama Newsprint Limited,0.037831
RAMASTEEL,Basic Materials,Steel,Rama Steel Tubes Limited,1.5421779999999998
